Team	Opponent	Game Site	Game Result	Team Score	Opponent Score	
Auburn	Missouri	@	L	61	76	-15
Auburn	Vanderbilt	@	L	57	75	-18
Auburn	Kentucky	H	W	75	70	5
Auburn	Alabama	H	W	83	77	6
Auburn	Florida	@	L	63	95	-32
Auburn	Mississippi	@	L	63	80	-17
Auburn	Oklahoma State	H	L	63	74	-11
Auburn	Louisiana State	H	L	68	80	-12
Auburn	Georgia	@	L	55	65	-10
Auburn	Tennessee	@	L	45	71	-26
Auburn	Vanderbilt	H	L	57	86	-29
Auburn	Arkansas	@	W	90	86	4
Auburn	Mississippi	H	L	59	69	-10
Auburn	Georgia	H	W	84	81	3
Auburn	Alabama	@	L	57	65	-8
Auburn	Texas A&M	H	L	63	81	-18
Auburn	Mississippi State	@	L	66	79	-13
Auburn	Tennessee	N	L	59	97	-38
Austin Peay	Vanderbilt	@	L	41	80	-39
Austin Peay	Indiana	@	L	76	102	-26
Austin Peay	IPFW	H	L	77	80	-3
Austin Peay	Cal Poly	N	L	64	73	-9
Austin Peay	Northern Colorado	@	W	91	76	15
Austin Peay	Oakland City	H	W	83	55	28
Austin Peay	Samford	H	W	74	73	1
Austin Peay	Texas A&M-Corpus Christi	@	L	48	61	-13
Austin Peay	Troy	@	W	80	71	9
Austin Peay	IPFW	@	L	68	85	-17
Austin Peay	North Florida	@	L	70	80	-10
Austin Peay	Lipscomb	@	W	92	84	8
Austin Peay	Wofford	H	W	84	77	7
Austin Peay	Texas A&M-Corpus Christi	H	L	70	74	-4
Austin Peay	Westminster (MO)	H	W	112	61	51
Austin Peay	Eastern Kentucky	H	L	70	79	-9
Austin Peay	Jacksonville State	H	W	73	54	19
Austin Peay	Tennessee Tech	H	L	66	72	-6
Austin Peay	Tennessee State	@	L	52	66	-14
Austin Peay	Belmont	@	L	58	76	-18
Austin Peay	Southern Illinois-Edwardsville	H	W	90	86	4
Austin Peay	Eastern Illinois	H	L	86	87	-1
Austin Peay	Morehead State	@	L	65	75	-10
Austin Peay	Southeast Missouri State	@	W	86	80	6
Austin Peay	Tennessee-Martin	@	L	77	86	-9
Austin Peay	Murray State	@	W	76	73	3
Austin Peay	Eastern Illinois	@	W	79	70	9
Austin Peay	Tennessee-Martin	H	L	84	85	-1
Austin Peay	Murray State	H	L	60	76	-16
Austin Peay	Southern Illinois-Edwardsville	@	W	80	75	5
Austin Peay	Southeast Missouri State	H	W	83	75	8
Austin Peay	Tennessee Tech	N	W	92	72	20
Austin Peay	Tennessee State	N	W	74	72	2
Austin Peay	Belmont	N	W	97	96	1
Austin Peay	Tennessee-Martin	N	W	83	73	10
Ball State	Bradley	@	L	53	54	-1
Ball State	Eastern Illinois	H	W	73	56	17
Ball State	Eastern Kentucky	@	L	81	89	-8
Ball State	Longwood	N	W	78	67	11
Ball State	South Carolina State	N	W	72	60	12
Ball State	Indiana-Kokomo	H	W	90	54	36
Ball State	Valparaiso	H	W	69	66	3
Ball State	IUPUI	H	W	61	58	3
Ball State	New Orleans	H	W	66	52	14
Ball State	Pepperdine	H	L	63	72	-9
Ball State	Indiana State	@	L	61	73	-12
Ball State	Alabama A&M	H	W	63	62	1
Ball State	Chicago State	H	W	73	48	25
Ball State	Toledo	H	W	87	69	18
Ball State	Ohio	@	L	73	79	-6
Ball State	Western Michigan	@	W	74	64	10
Ball State	Miami (OH)	H	W	48	46	2
Ball State	Kent State	H	L	68	76	-8
Ball State	Eastern Michigan	@	W	88	87	1
Ball State	Buffalo	@	L	64	76	-12
Ball State	Akron	H	L	64	73	-9
Ball State	Bowling Green State	@	W	72	64	8
Ball State	Western Michigan	H	W	75	71	4
Ball State	Ohio	H	L	69	72	-3
Ball State	Central Michigan	@	W	75	63	12
Ball State	Miami (OH)	@	W	73	56	17
Ball State	Northern Illinois	H	W	63	59	4
Ball State	Toledo	@	L	67	77	-10
Ball State	Eastern Michigan	H	W	115	79	36
Ball State	Central Michigan	H	L	57	65	-8
Ball State	Northern Illinois	@	L	69	80	-11
Ball State	Miami (OH)	H	L	47	49	-2
Baylor	Stephen F. Austin	H	W	97	55	42
Baylor	Oregon	@	L	67	74	-7
Baylor	Jackson State	H	W	77	60	17
Baylor	Savannah State	H	W	100	61	39
Baylor	Arkansas State	H	W	94	72	22
Baylor	Prairie View	H	W	80	41	39
Baylor	Vanderbilt	H	W	69	67	2
Baylor	Northwestern State	H	W	75	62	13
Baylor	Hardin-Simmons	H	W	104	59	45
Baylor	Texas A&M	@	L	61	80	-19
Baylor	New Mexico State	H	W	85	70	15
Baylor	Texas Southern	H	W	72	59	13
Baylor	Kansas	@	L	74	102	-28
Baylor	Oklahoma State	H	W	79	62	17
Baylor	Iowa State	@	W	94	89	5
Baylor	Texas Christian	H	W	82	54	28
Baylor	Texas Tech	@	W	63	60	3
Baylor	Kansas State	H	W	79	72	7
Baylor	Oklahoma	H	L	72	82	-10
Baylor	Oklahoma State	@	W	69	65	4
Baylor	Georgia	H	W	83	73	10
Baylor	Texas	H	L	59	67	-8
Baylor	West Virginia	@	L	69	80	-11
Baylor	Kansas State	@	W	82	72	10
Baylor	Texas Tech	H	L	66	84	-18
Baylor	Iowa State	H	W	100	91	9
Baylor	Texas	@	W	78	64	14
Baylor	Kansas	H	L	60	66	-6
Baylor	Texas Christian	@	W	86	71	15
Baylor	Oklahoma	@	L	71	73	-2
Baylor	West Virginia	H	L	58	69	-11
Baylor	Texas	N	W	75	61	14
Baylor	Kansas	N	L	66	70	-4
Belmont	Marquette	@	W	83	80	3
Belmont	Arizona State	@	L	74	83	-9
Belmont	Western Kentucky	H	W	90	85	5
Belmont	Evansville	@	L	88	93	-5
Belmont	South Alabama	N	W	98	85	13
Belmont	Kennesaw State	@	W	80	55	25
Belmont	Brigham Young	@	L	81	95	-14
Belmont	Lipscomb	H	W	105	89	16
Belmont	Valparaiso	@	L	57	61	-4
Belmont	Lipscomb	@	W	93	84	9
Belmont	Ouachita	H	W	80	54	26
Belmont	Middle Tennessee	@	L	62	83	-21
Belmont	Cleveland State	@	L	65	67	-2
Belmont	Valparaiso	H	W	85	81	4
Belmont	Southeast Missouri State	@	W	92	82	10
Belmont	Southern Illinois-Edwardsville	@	W	85	77	8
Belmont	Eastern Illinois	H	W	85	59	26
Belmont	Murray State	H	W	81	73	8
Belmont	Austin Peay	H	W	76	58	18
Belmont	Tennessee-Martin	@	W	82	72	10
Belmont	Tennessee State	H	W	103	95	8
Belmont	Jacksonville State	@	W	72	63	9
Belmont	Tennessee Tech	@	L	79	89	-10
Belmont	Morehead State	H	W	73	67	6
Belmont	Eastern Kentucky	H	L	78	88	-10
Belmont	Jacksonville State	H	W	81	73	8
Belmont	Morehead State	@	L	77	78	-1
Belmont	Eastern Kentucky	@	W	86	78	8
Belmont	Tennessee Tech	H	W	95	86	9
Belmont	Tennessee State	@	L	72	87	-15
Belmont	Austin Peay	N	L	96	97	-1
Bethune-Cookman	Trinity (FL)	H	W	108	54	54
Bethune-Cookman	Tennessee-Martin	@	W	86	79	7
Bethune-Cookman	Richmond	@	L	64	89	-25
Bethune-Cookman	West Virginia	@	L	44	97	-53
Bethune-Cookman	Stetson	N	L	70	83	-13
Bethune-Cookman	Sam Houston State	N	L	46	71	-25
Bethune-Cookman	Trinity Baptist	H	W	78	49	29
Bethune-Cookman	South Carolina State	H	W	69	54	15
Bethune-Cookman	Akron	@	L	60	81	-21
Bethune-Cookman	Citadel	H	L	87	99	-12
Bethune-Cookman	Toledo	@	L	68	102	-34
Bethune-Cookman	Central Florida	@	L	96	101	-5
Bethune-Cookman	Brown	@	L	73	81	-8
Bethune-Cookman	Jacksonville	@	L	70	74	-4
Bethune-Cookman	Grand Canyon	@	L	53	74	-21
Bethune-Cookman	Hampton	@	L	70	75	-5
Bethune-Cookman	Norfolk State	@	W	72	70	2
Bethune-Cookman	Coppin State	H	L	54	62	-8
Bethune-Cookman	Morgan State	H	W	62	50	12
Bethune-Cookman	Maryland-Eastern Shore	@	L	72	74	-2
Bethune-Cookman	Howard	@	L	68	70	-2
Bethune-Cookman	Florida A&M	H	W	88	56	32
Bethune-Cookman	Savannah State	H	W	62	59	3
Bethune-Cookman	Delaware State	H	W	85	56	29
Bethune-Cookman	North Carolina Central	@	L	66	90	-24
Bethune-Cookman	North Carolina A&T	@	W	83	77	6
Bethune-Cookman	Florida A&M	@	W	55	54	1
Bethune-Cookman	Stetson	@	W	96	94	2
Bethune-Cookman	North Carolina Central	H	W	69	61	8
Bethune-Cookman	North Carolina A&T	H	W	62	52	10
Bethune-Cookman	South Carolina State	@	L	72	85	-13
Bethune-Cookman	Savannah State	N	L	50	57	-7
Binghamton	St. Bonaventure	@	L	53	63	-10
Binghamton	Army	H	L	60	75	-15
Binghamton	Cornell	@	L	59	76	-17
Binghamton	Central Connecticut State	@	W	81	75	6
Binghamton	Boston University	H	L	65	75	-10
Binghamton	Colgate	H	W	69	50	19
Binghamton	Michigan State	@	L	33	76	-43
Binghamton	Oakland	@	L	72	83	-11
Binghamton	Buffalo	@	L	64	80	-16
Binghamton	Saint Francis (PA)	H	L	61	67	-6
Binghamton	Florida International	H	L	49	66	-17
Binghamton	Mount St. Mary's	H	W	62	53	9
Binghamton	Pennsylvania	@	L	45	80	-35
Binghamton	Stony Brook	H	L	52	62	-10
Binghamton	New Hampshire	@	L	43	58	-15
Binghamton	Hartford	H	L	72	76	-4
Binghamton	Albany (NY)	@	L	59	80	-21
Binghamton	Vermont	H	L	52	61	-9
Binghamton	Massachusetts-Lowell	@	W	64	57	7
Binghamton	Maryland-Baltimore County	H	W	66	57	9
Binghamton	Maine	@	L	63	74	-11
Binghamton	Stony Brook	@	L	51	76	-25
Binghamton	New Hampshire	H	L	55	59	-4
Binghamton	Albany (NY)	H	L	56	69	-13
Binghamton	Hartford	@	W	68	54	14
Binghamton	Vermont	@	L	64	78	-14
Binghamton	Massachusetts-Lowell	H	W	81	77	4
Binghamton	Maryland-Baltimore County	@	L	79	80	-1
Binghamton	Maine	H	W	78	66	12
Binghamton	New Hampshire	@	L	51	56	-5
Boise State	Montana	@	L	72	74	-2
Boise State	Northern Arizona	H	W	101	81	20
Boise State	Arizona	@	L	76	88	-12
Boise State	Concordia (OR)	H	W	100	53	47
Boise State	UC-Irvine	N	W	71	64	7
Boise State	Michigan State	N	L	67	77	-10
Boise State	Arizona	N	L	59	68	-9
Boise State	Willamette	H	W	100	36	64
Boise State	Portland	@	W	81	71	10
Boise State	Loyola Marymount	H	W	67	66	1
Boise State	Oregon	H	W	74	72	2
Boise State	Bradley	H	W	90	70	20
Boise State	UC-Davis	H	W	64	56	8
Boise State	Colorado State	H	W	84	80	4
Boise State	Utah State	@	W	76	61	15
Boise State	Fresno State	H	W	81	70	11
Boise State	Nevada	@	W	74	67	7
Boise State	San Diego State	H	L	53	56	-3
Boise State	San Jose State	H	W	94	69	25
Boise State	Wyoming	@	W	81	71	10
Boise State	Nevada-Las Vegas	@	L	77	87	-10
Boise State	New Mexico	H	L	83	88	-5
Boise State	Utah State	H	W	70	67	3
Boise State	Air Force	@	L	53	61	-8
Boise State	Colorado State	@	L	93	97	-4
Boise State	Wyoming	H	W	94	71	23
Boise State	New Mexico	@	L	78	80	-2
Boise State	Nevada-Las Vegas	H	W	81	69	12
Boise State	San Diego State	@	W	66	63	3
Boise State	Nevada	H	W	76	57	19
Boise State	San Jose State	@	L	63	68	-5
Boise State	Colorado State	N	L	81	88	-7
Boston College	St. Francis (NY)	H	W	75	49	26
Boston College	Central Connecticut State	H	W	82	57	25
Boston College	Harvard	H	W	69	56	13
Boston College	Michigan State	N	L	68	99	-31
Boston College	UC-Irvine	N	L	67	80	-13
Boston College	Santa Clara	N	L	45	62	-17
Boston College	Penn State	H	L	58	67	-9
Boston College	Massachusetts-Lowell	H	L	66	68	-2
Boston College	Providence	@	L	51	66	-15
Boston College	Maine	H	W	91	60	31
Boston College	Delaware	H	W	69	61	8
Boston College	Fordham	N	W	64	55	9
Boston College	New Hampshire	H	W	72	67	5
Boston College	Duke	H	L	64	81	-17
Boston College	Notre Dame	H	L	54	82	-28
Boston College	Syracuse	@	L	40	62	-22
Boston College	Pittsburgh	@	L	61	84	-23
Boston College	Miami (FL)	H	L	53	67	-14
Boston College	Notre Dame	@	L	49	76	-27
Boston College	Florida State	H	L	62	72	-10
Boston College	North Carolina	@	L	62	89	-27
Boston College	Virginia	@	L	47	61	-14
Boston College	Louisville	@	L	47	79	-32
Boston College	North Carolina	H	L	65	68	-3
Boston College	Syracuse	H	L	61	75	-14
Boston College	Clemson	@	L	54	65	-11
Boston College	Wake Forest	@	L	48	74	-26
Boston College	Virginia Tech	H	L	56	71	-15
Boston College	Georgia Tech	H	L	71	76	-5
Boston College	North Carolina State	@	L	72	73	-1
Boston College	Clemson	H	L	50	66	-16
Boston College	Florida State	N	L	66	88	-22
Boston University	Northeastern	H	L	84	87	-3
Boston University	Albany (NY)	H	W	69	64	5
Boston University	NJIT	@	L	76	90	-14
Boston University	South Florida	@	W	78	66	12
Boston University	Kentucky	@	L	62	82	-20
Boston University	Binghamton	@	W	75	65	10
Boston University	Massachusetts	@	L	69	99	-30
Boston University	Harvard	H	L	69	75	-6
Boston University	Massachusetts-Lowell	@	W	80	60	20
Boston University	Quinnipiac	@	W	64	57	7
Boston University	Canisius	@	L	68	84	-16
Boston University	New Hampshire	H	W	78	74	4
Boston University	Kean	H	W	86	53	33
Boston University	Holy Cross	@	L	64	80	-16
Boston University	Lehigh	@	L	73	81	-8
Boston University	Navy	H	L	67	83	-16
Boston University	Lafayette	H	W	68	47	21
Boston University	American	@	W	61	50	11
Boston University	Loyola (MD)	H	W	87	84	3
Boston University	Colgate	@	L	78	85	-7
Boston University	Bucknell	H	L	71	74	-3
Boston University	Army	@	W	76	67	9
Boston University	Lehigh	H	W	75	73	2
Boston University	Navy	@	W	83	72	11
Boston University	Lafayette	@	W	89	82	7
Boston University	American	H	W	71	51	20
Boston University	Loyola (MD)	@	W	73	65	8
Boston University	Colgate	H	W	71	68	3
Boston University	Bucknell	@	L	59	80	-21
Boston University	Army	H	L	71	80	-9
Boston University	Holy Cross	H	W	83	68	15
Boston University	American	H	L	64	69	-5
Bowling Green State	New Orleans	H	W	79	61	18
Bowling Green State	Cincinnati	H	L	50	83	-33
Bowling Green State	North Dakota	N	L	59	77	-18
Bowling Green State	Youngstown State	N	W	79	72	7
Bowling Green State	Florida Gulf Coast	@	W	82	77	5
Bowling Green State	Urbana	H	W	96	55	41
Bowling Green State	Maryland-Baltimore County	H	W	72	64	8
Bowling Green State	Drake	H	W	75	63	12
Bowling Green State	Southeast Missouri State	@	W	79	52	27
Bowling Green State	Detroit Mercy	@	L	80	95	-15
Bowling Green State	Wright State	@	L	47	83	-36
Bowling Green State	Cleveland State	@	W	62	47	15
Bowling Green State	Oakland City	H	W	87	56	31
Bowling Green State	Miami (OH)	H	W	73	62	11
Bowling Green State	Central Michigan	H	L	67	79	-12
Bowling Green State	Ohio	@	W	91	75	16
Bowling Green State	Eastern Michigan	@	W	84	79	5
Bowling Green State	Toledo	H	L	74	81	-7
Bowling Green State	Kent State	H	L	59	62	-3
Bowling Green State	Western Michigan	@	W	79	78	1
Bowling Green State	Central Michigan	@	L	65	77	-12
Bowling Green State	Ball State	H	L	64	72	-8
Bowling Green State	Miami (OH)	@	L	51	55	-4
Bowling Green State	Akron	H	L	68	83	-15
Bowling Green State	Western Michigan	H	L	68	74	-6
Bowling Green State	Northern Illinois	@	L	60	71	-11
Bowling Green State	Buffalo	@	L	74	88	-14
Bowling Green State	Ohio	H	W	87	82	5
Bowling Green State	Akron	@	L	54	89	-35
Bowling Green State	Kent State	@	L	54	70	-16
Bowling Green State	Buffalo	H	L	83	87	-4
Bowling Green State	Kent State	@	W	70	69	1
Bowling Green State	Central Michigan	N	W	62	59	3
Bowling Green State	Akron	N	L	66	80	-14
Bradley	Ball State	H	W	54	53	1
Bradley	Arizona	@	L	60	90	-30
Bradley	Virginia	N	L	57	82	-25
Bradley	Seton Hall	N	L	59	67	-8
Bradley	Towson	N	L	60	62	-2
Bradley	New Orleans	H	L	51	64	-13
Bradley	Mississippi	H	L	54	67	-13
Bradley	Delaware	@	L	47	70	-23
Bradley	North Dakota	H	L	59	65	-6
Bradley	Texas-Arlington	@	L	61	97	-36
Bradley	Maryville (MO)	H	W	61	53	8
Bradley	Boise State	@	L	70	90	-20
Bradley	Texas Christian	H	L	49	53	-4
Bradley	Northern Iowa	@	L	44	80	-36
Bradley	Wichita State	H	L	58	85	-27
Bradley	Southern Illinois	H	L	44	65	-21
Bradley	Evansville	@	L	35	67	-32
Bradley	Loyola (IL)	@	W	54	53	1
Bradley	Missouri State	H	L	42	61	-19
Bradley	Illinois State	H	L	52	55	-3
Bradley	Wichita State	@	L	54	88	-34
Bradley	Northern Iowa	H	L	50	68	-18
Bradley	Drake	@	L	70	80	-10
Bradley	Missouri State	@	L	71	77	-6
Bradley	Indiana State	H	W	63	58	5
Bradley	Loyola (IL)	H	L	43	54	-11
Bradley	Illinois State	@	L	60	75	-15
Bradley	Southern Illinois	@	L	59	71	-12
Bradley	Drake	H	W	73	70	3
Bradley	Evansville	H	L	55	67	-12
Bradley	Indiana State	@	L	58	77	-19
Bradley	Loyola (IL)	N	L	66	74	-8
Brigham Young	Utah Valley	H	W	85	54	31
Brigham Young	Long Beach State	@	L	65	66	-1
Brigham Young	Adams State	H	W	97	56	41
Brigham Young	Mississippi Valley State	H	W	75	68	7
Brigham Young	Belmont	H	W	95	81	14
Brigham Young	Utah	@	L	75	83	-8
Brigham Young	Weber State	H	W	73	68	5
Brigham Young	Utah State	H	W	80	68	12
Brigham Young	Colorado	@	L	83	92	-9
Brigham Young	Central Michigan	H	W	98	85	13
Brigham Young	Harvard	N	L	82	85	-3
Brigham Young	New Mexico	N	W	96	66	30
Brigham Young	Northern Iowa	N	W	84	76	8
Brigham Young	Saint Mary's (CA)	@	L	74	85	-11
Brigham Young	Pacific	@	W	81	67	14
Brigham Young	Santa Clara	H	W	97	61	36
Brigham Young	San Francisco	H	W	102	92	10
Brigham Young	Gonzaga	@	W	69	68	1
Brigham Young	Portland	@	L	81	84	-3
Brigham Young	Loyola Marymount	@	W	91	80	11
Brigham Young	Pepperdine	@	L	65	71	-6
Brigham Young	Loyola Marymount	H	W	87	62	25
Brigham Young	Pepperdine	H	W	88	77	11
Brigham Young	Saint Mary's (CA)	H	W	70	59	11
Brigham Young	Pacific	H	L	72	77	-5
Brigham Young	San Francisco	@	W	114	89	25
Brigham Young	Santa Clara	@	W	96	62	34
Brigham Young	San Diego	@	W	69	67	2
Brigham Young	San Diego	H	W	91	33	58
Brigham Young	Portland	H	W	99	81	18
Brigham Young	Gonzaga	H	L	68	71	-3
Brigham Young	Santa Clara	N	W	72	60	12
Brigham Young	Gonzaga	N	L	84	88	-4
Brown	Saint Peter's	@	L	65	77	-12
Brown	Holy Cross	H	W	71	55	16
Brown	Niagara	@	L	66	75	-9
Brown	Providence	@	L	73	94	-21
Brown	New Hampshire	H	L	77	88	-11
Brown	Southern Methodist	@	L	69	77	-8
Brown	Central Connecticut State	H	W	82	64	18
Brown	Bryant	@	W	76	68	8
Brown	Georgetown	@	L	57	74	-17
Brown	Marist	N	L	83	84	-1
Brown	Bethune-Cookman	H	W	81	73	8
Brown	Rhode Island	H	L	85	88	-3
Brown	Maine	@	L	92	98	-6
Brown	Daniel Webster	H	W	69	43	26
Brown	Yale	@	L	68	77	-9
Brown	Yale	H	L	66	90	-24
Brown	Princeton	H	L	59	83	-24
Brown	Pennsylvania	H	W	89	83	6
Brown	Cornell	H	W	86	80	6
Brown	Columbia	H	L	73	77	-4
Brown	Harvard	@	L	73	79	-6
Brown	Dartmouth	@	L	70	87	-17
Brown	Pennsylvania	@	L	74	79	-5
Brown	Princeton	@	L	66	77	-11
Brown	Dartmouth	H	W	84	83	1
Brown	Harvard	H	L	52	61	-9
Brown	Columbia	@	L	63	66	-3
Brown	Cornell	@	L	71	75	-4
Bryant	Duke	@	L	75	113	-38
Bryant	Emerson	H	W	82	69	13
Bryant	Prairie View	H	W	71	58	13
Bryant	Siena	H	L	59	78	-19
Bryant	Harvard	@	L	45	80	-35
Bryant	Georgetown	@	L	47	77	-30
Bryant	New Hampshire	@	L	67	75	-8
Bryant	Yale	@	L	40	79	-39
Bryant	Brown	H	L	68	76	-8
Bryant	Army	H	L	55	77	-22
Bryant	Providence	@	L	67	74	-7
Bryant	Michigan	@	L	60	96	-36
Bryant	Dartmouth	@	W	62	60	2
Bryant	Central Connecticut State	H	W	88	72	16
Bryant	Fairleigh Dickinson	@	W	85	80	5
Bryant	Wagner	@	L	56	65	-9
Bryant	Mount St. Mary's	@	W	82	79	3
Bryant	St. Francis (NY)	H	W	61	59	2
Bryant	Long Island University	H	L	61	79	-18
Bryant	Saint Francis (PA)	H	L	65	71	-6
Bryant	Robert Morris	H	L	54	65	-11
Bryant	Central Connecticut State	@	L	67	78	-11
Bryant	Sacred Heart	@	L	71	72	-1
Bryant	Saint Francis (PA)	@	L	57	63	-6
Bryant	Robert Morris	@	L	71	89	-18
Bryant	Fairleigh Dickinson	H	L	77	91	-14
Bryant	Wagner	H	L	55	79	-24
Bryant	Sacred Heart	H	L	57	74	-17
Bryant	Mount St. Mary's	H	L	53	71	-18
Bryant	St. Francis (NY)	@	L	72	79	-7
Bryant	Long Island University	@	W	88	83	5
Bucknell	Shenandoah	H	W	107	61	46
Bucknell	Wake Forest	H	L	82	90	-8
Bucknell	Robert Morris	@	W	81	76	5
Bucknell	Manhattan	@	W	80	67	13
Bucknell	Siena	H	L	81	83	-2
Bucknell	Penn State	@	L	58	62	-4
Bucknell	Columbia	H	L	61	72	-11
Bucknell	North Carolina State	@	L	86	99	-13
Bucknell	Mount St. Mary's	@	L	73	81	-8
Bucknell	Princeton	@	L	77	89	-12
Bucknell	Fairfield	H	L	91	101	-10
Bucknell	Navy	H	W	88	58	30
Bucknell	Army	@	W	84	76	8
Bucknell	American	H	W	72	54	18
Bucknell	Holy Cross	H	W	98	71	27
Bucknell	Lehigh	@	W	82	76	6
Bucknell	Colgate	H	L	73	84	-11
Bucknell	Loyola (MD)	@	W	67	58	9
Bucknell	Boston University	@	W	74	71	3
Bucknell	Lafayette	H	W	79	67	12
Bucknell	Army	H	W	94	66	28
Bucknell	American	@	L	55	69	-14
Bucknell	Holy Cross	@	W	77	52	25
Bucknell	Lehigh	H	L	65	80	-15
Bucknell	Colgate	@	L	81	91	-10
Bucknell	Loyola (MD)	H	W	87	52	35
Bucknell	Boston University	H	W	80	59	21
Bucknell	Lafayette	@	W	86	83	3
Bucknell	Navy	@	W	77	73	4
Bucknell	Holy Cross	H	L	72	77	-5
Buffalo	Pittsburgh-Bradford	H	W	109	49	60
Buffalo	Old Dominion	@	L	58	77	-19
Buffalo	Saint Joseph's	@	L	67	89	-22
Buffalo	North Carolina A&T	N	W	86	68	18
Buffalo	Vermont	N	W	77	71	6
Buffalo	Canisius	H	W	98	96	2
Buffalo	St. Bonaventure	H	L	58	60	-2
Buffalo	Duke	@	L	59	82	-23
Buffalo	Iowa State	@	L	63	84	-21
Buffalo	Binghamton	H	W	80	64	16
Buffalo	Montana State	H	W	80	73	7
Buffalo	Virginia Commonwealth	@	L	69	90	-21
Buffalo	Delaware	H	W	99	79	20
Buffalo	Akron	H	L	71	75	-4
Buffalo	Kent State	@	W	76	67	9
Buffalo	Eastern Michigan	@	L	69	81	-12
Buffalo	Central Michigan	H	W	74	61	13
Buffalo	Miami (OH)	@	W	77	60	17
Buffalo	Western Michigan	@	L	71	91	-20
Buffalo	Ball State	H	W	76	64	12
Buffalo	Toledo	@	W	73	68	5
Buffalo	Northern Illinois	@	W	90	78	12
Buffalo	Eastern Michigan	H	W	80	70	10
Buffalo	Toledo	H	L	69	71	-2
Buffalo	Ohio	H	L	75	94	-19
Buffalo	Akron	@	L	70	80	-10
Buffalo	Bowling Green State	H	W	88	74	14
Buffalo	Kent State	H	W	87	70	17
Buffalo	Ohio	@	L	96	103	-7
Buffalo	Miami (OH)	H	L	59	67	-8
Buffalo	Bowling Green State	@	W	87	83	4
Buffalo	Miami (OH)	N	W	94	81	13
Buffalo	Ohio	N	W	88	74	14
Butler	Citadel	H	W	144	71	73
Butler	Missouri State	N	W	93	59	34
Butler	Temple	N	W	74	69	5
Butler	Miami (FL)	N	L	75	85	-10
Butler	Southern Illinois-Edwardsville	H	W	89	73	16
Butler	Cincinnati	@	W	78	76	2
Butler	Indiana State	H	W	85	71	14
Butler	Virginia Military Institute	H	W	93	66	27
Butler	Tennessee	H	W	94	86	8
Butler	Purdue	N	W	74	68	6
Butler	Southern Utah	H	W	88	52	36
Butler	IUPUI	H	W	92	54	38
Butler	Providence	H	L	73	81	-8
Butler	Xavier	@	L	69	88	-19
Butler	DePaul	@	W	77	72	5
Butler	Villanova	H	L	55	60	-5
Butler	St. John's (NY)	H	W	78	58	20
Butler	Providence	@	L	68	71	-3
Butler	Creighton	@	L	64	72	-8
Butler	DePaul	H	W	67	53	14
Butler	Marquette	@	L	69	75	-6
Butler	Georgetown	H	W	87	76	11
Butler	St. John's (NY)	@	W	89	56	33
Butler	Seton Hall	@	W	81	75	6
Butler	Xavier	H	L	57	74	-17
Butler	Creighton	H	W	88	75	13
Butler	Villanova	@	L	67	77	-10
Butler	Georgetown	@	W	90	87	3
Butler	Seton Hall	H	W	85	78	7
Butler	Marquette	H	W	95	74	21
Butler	Providence	N	L	60	74	-14
Cal Poly	Nevada-Las Vegas	@	L	72	74	-2
Cal Poly	UCLA	@	L	83	88	-5
Cal Poly	Cal State Monterey Bay	H	W	71	62	9
Cal Poly	Austin Peay	N	W	73	64	9
Cal Poly	Maryland-Baltimore County	N	W	78	65	13
Cal Poly	Antelope Valley	H	W	85	55	30
Cal Poly	IPFW	H	L	73	75	-2
Cal Poly	Fresno State	H	W	77	65	12
Cal Poly	Saint Mary's (CA)	@	L	63	93	-30
Cal Poly	Southern California	@	L	82	101	-19
Cal Poly	Texas A&M-Corpus Christi	@	L	74	80	-6
Cal Poly	Texas-San Antonio	@	W	88	73	15
Cal Poly	Texas A&M	@	L	63	82	-19
Cal Poly	Hawaii	@	L	73	86	-13
Cal Poly	UC-Santa Barbara	H	L	73	76	-3
Cal Poly	Long Beach State	H	W	96	92	4
Cal Poly	Cal State Northridge	@	L	74	76	-2
Cal Poly	Cal State Fullerton	@	W	83	75	8
Cal Poly	UC-Riverside	H	L	68	72	-4
Cal Poly	UC-Davis	@	L	52	66	-14
Cal Poly	UC-Irvine	H	L	72	78	-6
Cal Poly	Hawaii	H	L	60	75	-15
Cal Poly	Long Beach State	@	L	70	73	-3
Cal Poly	UC-Riverside	@	W	86	78	8
Cal Poly	UC-Davis	H	W	58	53	5
Cal Poly	Cal State Northridge	H	L	71	75	-4
Cal Poly	Cal State Fullerton	H	L	77	78	-1
Cal Poly	UC-Irvine	@	L	62	72	-10
Cal Poly	UC-Santa Barbara	@	L	50	69	-19
Cal Poly	UC-Irvine	N	L	64	84	-20
Cal State Bakersfield	San Diego Christian	H	W	93	69	24
Cal State Bakersfield	Idaho	H	W	68	45	23
Cal State Bakersfield	Fresno Pacific	H	W	81	68	13
Cal State Bakersfield	Wyoming	@	L	64	68	-4
Cal State Bakersfield	Saint Mary's (CA)	@	L	59	94	-35
Cal State Bakersfield	Idaho	@	L	63	67	-4
Cal State Bakersfield	Northern Arizona	H	W	72	55	17
Cal State Bakersfield	South Dakota	@	W	77	67	10
Cal State Bakersfield	Dartmouth	H	W	69	62	7
Cal State Bakersfield	Fresno State	@	L	68	76	-8
Cal State Bakersfield	Menlo	H	W	82	50	32
Cal State Bakersfield	Portland State	H	W	78	66	12
Cal State Bakersfield	Arizona State	@	L	59	75	-16
